measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Nutritional deficiencies,Percent,2005,0.01242756906167883,0.016713950212340893,0.008952419270842147
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03166756768054645,0.04102810366230693,0.023602066903029906
DALYs (Disability-Adjusted Life Years),Italy,Both,All Ages,Nutritional deficiencies,Percent,2005,0.0052308754775334115,0.00705557375160658,0.0037602850004262185
DALYs (Disability-Adjusted Life Years),Austria,Both,All Ages,Nutritional deficiencies,Percent,2005,0.0037463680938956017,0.0050243552008773186,0.0026648511661207038
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All Ages,Nutritional deficiencies,Percent,2005,0.008480107316928758,0.011201311153774644,0.0063576258374502355
DALYs (Disability-Adjusted Life Years),Chad,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03968521942342835,0.05530584381962728,0.027466989525447894
DALYs (Disability-Adjusted Life Years),Lesotho,Both,All Ages,Nutritional deficiencies,Percent,2005,0.012067914361872292,0.016070632354955195,0.008993515745984726
DALYs (Disability-Adjusted Life Years),Iran (Islamic Republic of),Both,All Ages,Nutritional deficiencies,Percent,2005,0.007163262345055509,0.009344709623861292,0.005339386922826659
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,All Ages,Nutritional deficiencies,Percent,2005,0.01247506842882908,0.01745017644414679,0.008738954660961846
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.003344237944382815,0.004884159923625892,0.0022352458558873123
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Nutritional deficiencies,Percent,2005,0.01724733632929803,0.019116792018697936,0.015589578824744373
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03922794893170005,0.04797158375372952,0.0318549126803078
DALYs (Disability-Adjusted Life Years),Slovenia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004183166500458791,0.005865693729454225,0.002913648854098099
DALYs (Disability-Adjusted Life Years),Sao Tome and Principe,Both,All Ages,Nutritional deficiencies,Percent,2005,0.024887130369179694,0.03227825917999383,0.018711682692306993
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Nutritional deficiencies,Percent,2005,0.030399505315474168,0.03993617421390274,0.023247804892441448
DALYs (Disability-Adjusted Life Years),Namibia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.018908556076528072,0.024060482500256147,0.014464398727930611
DALYs (Disability-Adjusted Life Years),Oman,Both,All Ages,Nutritional deficiencies,Percent,2005,0.017741461236129703,0.022854885303090534,0.013253652078537726
DALYs (Disability-Adjusted Life Years),Belgium,Both,All Ages,Nutritional deficiencies,Percent,2005,0.005068162357752288,0.006307014254044753,0.003938857090395843
DALYs (Disability-Adjusted Life Years),Kenya,Both,All Ages,Nutritional deficiencies,Percent,2005,0.024572679416255763,0.029660144479759083,0.01993115423663916
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,All Ages,Nutritional deficiencies,Percent,2005,0.012769053406047453,0.017934558995625422,0.008831360855689278
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All Ages,Nutritional deficiencies,Percent,2005,0.021732693905229142,0.029119293473256442,0.015132824666859114
DALYs (Disability-Adjusted Life Years),Belarus,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004889888555636959,0.006649491777823573,0.003475983738903465
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004893688022436811,0.006299349398270517,0.0037153158802788622
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Nutritional deficiencies,Percent,2005,0.011109353721641782,0.014844322767240573,0.007924270642840198
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.009247113541725764,0.012787781452402905,0.006468289543522104
DALYs (Disability-Adjusted Life Years),Cyprus,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004812985578038316,0.006266320154058985,0.003510237729543141
DALYs (Disability-Adjusted Life Years),Malta,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004614549313604116,0.006127484025414638,0.0032513085650005486
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,All Ages,Nutritional deficiencies,Percent,2005,0.02320035702318447,0.030224396708108614,0.01807200233029568
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,All Ages,Nutritional deficiencies,Percent,2005,0.013217412186557963,0.017937100051534514,0.009513572327059508
DALYs (Disability-Adjusted Life Years),Nicaragua,Both,All Ages,Nutritional deficiencies,Percent,2005,0.021544276269671245,0.02536936578892139,0.018213428060294325
DALYs (Disability-Adjusted Life Years),Gambia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.04096659236647754,0.052586959261895536,0.03141512809553936
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,All Ages,Nutritional deficiencies,Percent,2005,0.014450404726121661,0.01906146347662692,0.010579432705781749
DALYs (Disability-Adjusted Life Years),Senegal,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03297942399347162,0.042037280607906596,0.02434859996726891
DALYs (Disability-Adjusted Life Years),Qatar,Both,All Ages,Nutritional deficiencies,Percent,2005,0.00788315162064187,0.011012466036720207,0.005397439340392627
DALYs (Disability-Adjusted Life Years),Nepal,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03513277161081936,0.042739601804106096,0.028622015624123184
DALYs (Disability-Adjusted Life Years),Denmark,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004543475210637649,0.005788750459127703,0.0034795567544293853
DALYs (Disability-Adjusted Life Years),Gabon,Both,All Ages,Nutritional deficiencies,Percent,2005,0.02569671043463648,0.03369780419006822,0.018755958140081703
DALYs (Disability-Adjusted Life Years),Togo,Both,All Ages,Nutritional deficiencies,Percent,2005,0.01739349689568773,0.022920360730244525,0.012958606025392236
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Nutritional deficiencies,Percent,2005,0.009084173142120866,0.011303414026315411,0.00733934667159685
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Both,All Ages,Nutritional deficiencies,Percent,2005,0.017765567510722138,0.02170966553624427,0.014539337245755953
DALYs (Disability-Adjusted Life Years),Sierra Leone,Both,All Ages,Nutritional deficiencies,Percent,2005,0.04433288382098716,0.06255808903998684,0.03065854482012697
DALYs (Disability-Adjusted Life Years),Madagascar,Both,All Ages,Nutritional deficiencies,Percent,2005,0.07111768630038438,0.09041629168913412,0.05462756696389728
DALYs (Disability-Adjusted Life Years),Chile,Both,All Ages,Nutritional deficiencies,Percent,2005,0.006099343995454607,0.00737738942229544,0.005136976198677462
DALYs (Disability-Adjusted Life Years),Greenland,Both,All Ages,Nutritional deficiencies,Percent,2005,0.005365364635002066,0.00746390064799285,0.0036995166406671386
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,All Ages,Nutritional deficiencies,Percent,2005,0.01970616855510191,0.02575858152161395,0.014698609464217855
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,All Ages,Nutritional deficiencies,Percent,2005,0.006821882174456999,0.009239420271311421,0.004948469768144488
DALYs (Disability-Adjusted Life Years),Japan,Both,All Ages,Nutritional deficiencies,Percent,2005,0.0069575417005034055,0.009148294821079242,0.005139804102869374
DALYs (Disability-Adjusted Life Years),Syrian Arab Republic,Both,All Ages,Nutritional deficiencies,Percent,2005,0.020160245774999006,0.027078507902857204,0.014558291950930804
DALYs (Disability-Adjusted Life Years),Rwanda,Both,All Ages,Nutritional deficiencies,Percent,2005,0.045947768060983774,0.059511330257496865,0.03501416882139094
DALYs (Disability-Adjusted Life Years),Netherlands,Both,All Ages,Nutritional deficiencies,Percent,2005,0.005111272718182458,0.006473003051597116,0.0038990899218828905
DALYs (Disability-Adjusted Life Years),Ghana,Both,All Ages,Nutritional deficiencies,Percent,2005,0.03354969290243855,0.04288471454329738,0.025130874690613057
DALYs (Disability-Adjusted Life Years),Dominica,Both,All Ages,Nutritional deficiencies,Percent,2005,0.012370674689309776,0.0158338670428514,0.00970359831261193
DALYs (Disability-Adjusted Life Years),Finland,Both,All Ages,Nutritional deficiencies,Percent,2005,0.0033953675340949465,0.004499912022802774,0.0024513686422740896
DALYs (Disability-Adjusted Life Years),Uruguay,Both,All Ages,Nutritional deficiencies,Percent,2005,0.007946167144577587,0.01022061321448324,0.006237519444541111
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,All Ages,Nutritional deficiencies,Percent,2005,0.009559486493836013,0.013114192445219582,0.00691911349577204
DALYs (Disability-Adjusted Life Years),Guinea,Both,All Ages,Nutritional deficiencies,Percent,2005,0.038935249969071085,0.05305641859235174,0.027627195623155704
DALYs (Disability-Adjusted Life Years),Malawi,Both,All Ages,Nutritional deficiencies,Percent,2005,0.02870636530990755,0.03743109499150084,0.021965554900093144
DALYs (Disability-Adjusted Life Years),San Marino,Both,All Ages,Nutritional deficiencies,Percent,2005,0.004362554748217533,0.005856412615969599,0.0031229708258565738
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,All Ages,Nutritional deficiencies,Percent,2005,0.018679835764303643,0.022786917752836026,0.01526342151214069
DALYs (Disability-Adjusted Life Years),Guam,Both,All Ages,Nutritional deficiencies,Percent,2005,0.015907483282529097,0.020912555489915465,0.011634358379122134
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All Ages,Nutritional deficiencies,Percent,2005,0.03399855538079835,0.04329042844053864,0.026615838487906152
DALYs (Disability-Adjusted Life Years),Eswatini,Both,All Ages,Nutritional deficiencies,Percent,2005,0.013022473006929363,0.019054676835486714,0.00874622217899921
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01602242880604795,0.021978436026358513,0.011210244284532139
DALYs (Disability-Adjusted Life Years),Hungary,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0035740116859520436,0.0050848030871059975,0.0024431884103106997
DALYs (Disability-Adjusted Life Years),Tokelau,Both,All Ages,Nutritional deficiencies,Percent,2005,0.021500012662599363,0.028230991556735415,0.015942787977513202
DALYs (Disability-Adjusted Life Years),China,Both,All Ages,Nutritional deficiencies,Percent,2010,0.00752343631248194,0.0098603468098027,0.005601570719637668
DALYs (Disability-Adjusted Life Years),Pakistan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.03186313103682835,0.04069615169969039,0.025025782225423884
DALYs (Disability-Adjusted Life Years),Venezuela (Bolivarian Republic of),Both,All Ages,Nutritional deficiencies,Percent,2010,0.008723418118744528,0.01084586807204304,0.007294987614128887
DALYs (Disability-Adjusted Life Years),Panama,Both,All Ages,Nutritional deficiencies,Percent,2005,0.026132099463631413,0.030610327428563316,0.022547797350359382
DALYs (Disability-Adjusted Life Years),Latvia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0046880125333559645,0.006416352962136867,0.0032544609433505078
DALYs (Disability-Adjusted Life Years),Jordan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.014519558743158646,0.01967752501961249,0.01028892579928964
DALYs (Disability-Adjusted Life Years),Singapore,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007550040463748087,0.010611542476260326,0.005067670084662511
DALYs (Disability-Adjusted Life Years),Mongolia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011539400876373087,0.015734668734368802,0.008136262698078163
DALYs (Disability-Adjusted Life Years),Samoa,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01571536348800614,0.021662891312148266,0.011299849108360724
DALYs (Disability-Adjusted Life Years),Philippines,Both,All Ages,Nutritional deficiencies,Percent,2010,0.015009219099694611,0.018856552621947253,0.012278802883622578
DALYs (Disability-Adjusted Life Years),Canada,Both,All Ages,Nutritional deficiencies,Percent,2010,0.003374245708767459,0.004362011959595457,0.0025906218492149653
DALYs (Disability-Adjusted Life Years),Peru,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0184314270143326,0.022319225081762553,0.015099146288227507
DALYs (Disability-Adjusted Life Years),Lithuania,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004417211004575967,0.006212489954448312,0.0030163042360197866
DALYs (Disability-Adjusted Life Years),Turkey,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011012779498996723,0.015006256113675008,0.007945968175673291
DALYs (Disability-Adjusted Life Years),Grenada,Both,All Ages,Nutritional deficiencies,Percent,2010,0.014924098453668837,0.019366408932726058,0.011277206073970494
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0059769334790652166,0.008226441144934876,0.00420663484980167
DALYs (Disability-Adjusted Life Years),Zimbabwe,Both,All Ages,Nutritional deficiencies,Percent,2010,0.025619198246296902,0.03215701037934913,0.020254573579661102
DALYs (Disability-Adjusted Life Years),Comoros,Both,All Ages,Nutritional deficiencies,Percent,2010,0.033127763316212956,0.04228190882050616,0.02582292833970824
DALYs (Disability-Adjusted Life Years),United States of America,Both,All Ages,Nutritional deficiencies,Percent,2010,0.003583242453651485,0.004516073815423454,0.0028359059054583035
DALYs (Disability-Adjusted Life Years),France,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007873937345675163,0.009528505320844564,0.006331692602025195
DALYs (Disability-Adjusted Life Years),Djibouti,Both,All Ages,Nutritional deficiencies,Percent,2010,0.06739684913984163,0.09930242347510529,0.04314767502976195
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,All Ages,Nutritional deficiencies,Percent,2010,0.017866856311125202,0.02376584317101972,0.013095157271325422
DALYs (Disability-Adjusted Life Years),Guinea-Bissau,Both,All Ages,Nutritional deficiencies,Percent,2010,0.02517329042590887,0.03392323147774352,0.018054273076472234
DALYs (Disability-Adjusted Life Years),Portugal,Both,All Ages,Nutritional deficiencies,Percent,2010,0.005022294646008765,0.006469457672897742,0.0038065383828775655
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007261966745781526,0.010297674400299847,0.004942494394063464
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,All Ages,Nutritional deficiencies,Percent,2010,0.016068047769397516,0.02130584199673554,0.01175076724993129
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,All Ages,Nutritional deficiencies,Percent,2010,0.019213297206536428,0.025210022841750696,0.014043209828084708
DALYs (Disability-Adjusted Life Years),Somalia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.1291761054097468,0.159998703490693,0.10396405641442676
DALYs (Disability-Adjusted Life Years),Monaco,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0029964689171294626,0.004035884659454667,0.0021427536155391243
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01259930049746809,0.016442317234595615,0.009142214155477902
DALYs (Disability-Adjusted Life Years),Kuwait,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01231153154351147,0.016310382873200087,0.008921778700194593
DALYs (Disability-Adjusted Life Years),Brazil,Both,All Ages,Nutritional deficiencies,Percent,2010,0.016816020402232987,0.020822424655646515,0.013592328728854127
DALYs (Disability-Adjusted Life Years),Germany,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004255800866096451,0.005488090033727238,0.003141144085887101
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.016607690404970354,0.021966156205906306,0.012117797740630161
DALYs (Disability-Adjusted Life Years),Australia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0035941537000141292,0.004935706546721731,0.0025847684289986585
DALYs (Disability-Adjusted Life Years),Eritrea,Both,All Ages,Nutritional deficiencies,Percent,2010,0.051591528411224746,0.0654172907945067,0.0380947094232818
DALYs (Disability-Adjusted Life Years),United Arab Emirates,Both,All Ages,Nutritional deficiencies,Percent,2010,0.00986021170345928,0.013795237531438817,0.0066460127595391405
DALYs (Disability-Adjusted Life Years),Spain,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004994535352097008,0.00668579502161423,0.0037052876459642394
DALYs (Disability-Adjusted Life Years),United Republic of Tanzania,Both,All Ages,Nutritional deficiencies,Percent,2010,0.038541066578638344,0.04852441139060913,0.02965404693055432
DALYs (Disability-Adjusted Life Years),Guyana,Both,All Ages,Nutritional deficiencies,Percent,2010,0.024103035350029306,0.029563677838139946,0.01968893610346365
DALYs (Disability-Adjusted Life Years),Liberia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.024291222418086494,0.03275540824918512,0.018019572223758794
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01185108781422556,0.01369109114645198,0.010242465347916806
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Both,All Ages,Nutritional deficiencies,Percent,2010,0.009648027208002893,0.012815806946928293,0.007241238956304562
DALYs (Disability-Adjusted Life Years),Angola,Both,All Ages,Nutritional deficiencies,Percent,2010,0.042593138302543486,0.05544864938038363,0.03273289515750973
DALYs (Disability-Adjusted Life Years),Tonga,Both,All Ages,Nutritional deficiencies,Percent,2010,0.021402770285516338,0.028026579788079146,0.016406651997566926
DALYs (Disability-Adjusted Life Years),Thailand,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007242068315325173,0.009973417437070064,0.005271690660803542
DALYs (Disability-Adjusted Life Years),Benin,Both,All Ages,Nutritional deficiencies,Percent,2010,0.02459933431828762,0.032631727336486324,0.017688677589661535
DALYs (Disability-Adjusted Life Years),Montenegro,Both,All Ages,Nutritional deficiencies,Percent,2010,0.005750798131201765,0.007870797714746506,0.004032004846451381
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0027110277268918453,0.003836056298287807,0.001909077968232426
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All Ages,Nutritional deficiencies,Percent,2010,0.005859716821036636,0.008384518481061766,0.0041468540941323045
DALYs (Disability-Adjusted Life Years),Nauru,Both,All Ages,Nutritional deficiencies,Percent,2010,0.022340908509598276,0.030155337795472942,0.01617713245226718
DALYs (Disability-Adjusted Life Years),Burkina Faso,Both,All Ages,Nutritional deficiencies,Percent,2010,0.039772485159692506,0.051965711002236584,0.030068088652211358
DALYs (Disability-Adjusted Life Years),Uganda,Both,All Ages,Nutritional deficiencies,Percent,2010,0.027368104527313166,0.03656013576434059,0.019473152945302333
DALYs (Disability-Adjusted Life Years),Mauritania,Both,All Ages,Nutritional deficiencies,Percent,2010,0.031236232697332906,0.04580532343738221,0.021881239864239163
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,All Ages,Nutritional deficiencies,Percent,2010,0.006235783828521263,0.008510464923071576,0.004489055641549515
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.012419898540380732,0.017121383720486757,0.008813599137041491
DALYs (Disability-Adjusted Life Years),Iceland,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004610411595864158,0.005991234768470399,0.0033373343924774338
DALYs (Disability-Adjusted Life Years),Yemen,Both,All Ages,Nutritional deficiencies,Percent,2010,0.03774249118017573,0.05783234942145521,0.02618745788531423
DALYs (Disability-Adjusted Life Years),Sudan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.024069220873385172,0.033627967635529464,0.016822381674712145
DALYs (Disability-Adjusted Life Years),Mali,Both,All Ages,Nutritional deficiencies,Percent,2010,0.06569523696750636,0.08896956434149875,0.0471057529700664
DALYs (Disability-Adjusted Life Years),Haiti,Both,All Ages,Nutritional deficiencies,Percent,2010,0.008577006960164064,0.011199351687543975,0.0062276983572118905
DALYs (Disability-Adjusted Life Years),Paraguay,Both,All Ages,Nutritional deficiencies,Percent,2010,0.02185446685168346,0.02691162437516617,0.01764416015034757
DALYs (Disability-Adjusted Life Years),Niger,Both,All Ages,Nutritional deficiencies,Percent,2010,0.03062784107379523,0.04080787715129209,0.02279738646733056
DALYs (Disability-Adjusted Life Years),Russian Federation,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004405413677042292,0.006019808284688457,0.0030726322186870932
DALYs (Disability-Adjusted Life Years),New Zealand,Both,All Ages,Nutritional deficiencies,Percent,2010,0.003948899706587006,0.00538596336375577,0.0027597287218786375
DALYs (Disability-Adjusted Life Years),Cameroon,Both,All Ages,Nutritional deficiencies,Percent,2010,0.015585388739224576,0.020449766556520543,0.011382950737986454
DALYs (Disability-Adjusted Life Years),Poland,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0058890350391751015,0.008059034945323387,0.004127397266899224
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,All Ages,Nutritional deficiencies,Percent,2010,0.015975549525526853,0.020263010930121325,0.0121617678992109
DALYs (Disability-Adjusted Life Years),Timor-Leste,Both,All Ages,Nutritional deficiencies,Percent,2010,0.02697778341174887,0.03580309819920993,0.0192428196975918
DALYs (Disability-Adjusted Life Years),Sweden,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004805285380987618,0.006185281028624089,0.0036112256022185754
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,All Ages,Nutritional deficiencies,Percent,2010,0.03208890217301054,0.04392609729410784,0.023036172954127614
DALYs (Disability-Adjusted Life Years),Niue,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011788277763695506,0.015962708221214227,0.008758101668884749
DALYs (Disability-Adjusted Life Years),American Samoa,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01702341057964219,0.021524626302201637,0.012962189800157828
DALYs (Disability-Adjusted Life Years),Switzerland,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004265516510723313,0.005433704563887479,0.0031617533950195537
DALYs (Disability-Adjusted Life Years),Ireland,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004221905220777664,0.005643654414290733,0.003057343887893036
DALYs (Disability-Adjusted Life Years),Zambia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.04267353257010532,0.05273096778811108,0.03399432616689211
DALYs (Disability-Adjusted Life Years),Barbados,Both,All Ages,Nutritional deficiencies,Percent,2010,0.009320374362123051,0.012291117124178411,0.006977155858113063
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.041190836218487376,0.04856897355530209,0.03393002435685065
DALYs (Disability-Adjusted Life Years),Vanuatu,Both,All Ages,Nutritional deficiencies,Percent,2010,0.023756331332860602,0.030699760422780005,0.01757748280483124
DALYs (Disability-Adjusted Life Years),Cabo Verde,Both,All Ages,Nutritional deficiencies,Percent,2010,0.025449903061281965,0.032859439202885525,0.01900292662108108
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,All Ages,Nutritional deficiencies,Percent,2010,0.008182445862722886,0.010936647020539222,0.00596485256837489
DALYs (Disability-Adjusted Life Years),Ukraine,Both,All Ages,Nutritional deficiencies,Percent,2010,0.003394452256757605,0.004607541892241981,0.0024658109550467636
DALYs (Disability-Adjusted Life Years),Jamaica,Both,All Ages,Nutritional deficiencies,Percent,2010,0.015024421891501117,0.019822339263049635,0.01123682036766333
DALYs (Disability-Adjusted Life Years),Andorra,Both,All Ages,Nutritional deficiencies,Percent,2010,0.004258999417963444,0.005791585574160142,0.0030072715954319257
DALYs (Disability-Adjusted Life Years),Congo,Both,All Ages,Nutritional deficiencies,Percent,2010,0.024419563866718813,0.03175752286107059,0.01820612919187067
DALYs (Disability-Adjusted Life Years),Bermuda,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007006419996742998,0.009688161882462099,0.004959148027843863
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.02304059322255272,0.03149419143795701,0.015768018739059243
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011281650437124213,0.014772156098499372,0.008370322247959146
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,All Ages,Nutritional deficiencies,Percent,2010,0.005388033714798336,0.006967974369563331,0.004015988017001542
DALYs (Disability-Adjusted Life Years),South Sudan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.05990007294836115,0.09001740766059127,0.039325683664293704
DALYs (Disability-Adjusted Life Years),Bahamas,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01470466450322656,0.019429089541890446,0.010743044099857895
DALYs (Disability-Adjusted Life Years),Nigeria,Both,All Ages,Nutritional deficiencies,Percent,2010,0.01795580341344233,0.02283368720627622,0.01380967739653901
DALYs (Disability-Adjusted Life Years),Libya,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011033838278321788,0.015095130977499588,0.007824705960375072
DALYs (Disability-Adjusted Life Years),Romania,Both,All Ages,Nutritional deficiencies,Percent,2010,0.005313003416101062,0.0073248297248810455,0.003638709725732344
DALYs (Disability-Adjusted Life Years),Kenya,Both,All Ages,Nutritional deficiencies,Percent,2010,0.027493397498102524,0.03210896635643001,0.023386935619441912
DALYs (Disability-Adjusted Life Years),Cambodia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.022808953121955154,0.029901798747371946,0.017447724624277537
DALYs (Disability-Adjusted Life Years),Algeria,Both,All Ages,Nutritional deficiencies,Percent,2010,0.012551025623454051,0.017201910039719458,0.008917563098882107
DALYs (Disability-Adjusted Life Years),Democratic Republic of the Congo,Both,All Ages,Nutritional deficiencies,Percent,2010,0.03604198871283091,0.05021152805872244,0.025675144864046668
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,All Ages,Nutritional deficiencies,Percent,2010,0.011515633755505359,0.016056941691233912,0.007971316254105583
DALYs (Disability-Adjusted Life Years),Northern Mariana Islands,Both,All Ages,Nutritional deficiencies,Percent,2010,0.012220436804600917,0.016190743299836947,0.008910607590449971
DALYs (Disability-Adjusted Life Years),Belize,Both,All Ages,Nutritional deficiencies,Percent,2010,0.022622064297087196,0.028816174734032682,0.017827943172207344
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,All Ages,Nutritional deficiencies,Percent,2010,0.018958447912611094,0.024792854981336168,0.014310828455516861
DALYs (Disability-Adjusted Life Years),Palau,Both,All Ages,Nutritional deficiencies,Percent,2010,0.00840637646304376,0.011940590090252515,0.005706952730517558
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,All Ages,Nutritional deficiencies,Percent,2010,0.016374266623968545,0.021414872142581066,0.012447757420681212
DALYs (Disability-Adjusted Life Years),Austria,Both,All Ages,Nutritional deficiencies,Percent,2010,0.0038653977575858235,0.005127120396481439,0.0027511802821134582
DALYs (Disability-Adjusted Life Years),Botswana,Both,All Ages,Nutritional deficiencies,Percent,2010,0.019422672777239955,0.025255169498555087,0.014476582205811704
DALYs (Disability-Adjusted Life Years),Morocco,Both,All Ages,Nutritional deficiencies,Percent,2010,0.014538515991315846,0.020374484316306465,0.010420167141769394
DALYs (Disability-Adjusted Life Years),Albania,Both,All Ages,Nutritional deficiencies,Percent,2010,0.010633616058569698,0.013967619912615244,0.007776535108703968
DALYs (Disability-Adjusted Life Years),Puerto Rico,Both,All Ages,Nutritional deficiencies,Percent,2010,0.007947841937703946,0.010445748486980702,0.006010543683757151
DALYs (Disability-Adjusted Life Years),Israel,Both,All Ages,Nutritional deficiencies,Percent,2010,0.006875722581603393,0.009033078381312088,0.005007401623478081
DALYs (Disability-Adjusted Life Years),Chad,Both,All Ages,Nutritional deficiencies,Percent,2010,0.036115293280356314,0.048818253194290354,0.026216873250147908
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Nutritional deficiencies,Percent,2010,0.009074625959403863,0.011795214583623884,0.00708587041674225
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Nutritional deficiencies,Percent,2010,0.010092587786812688,0.013733635183920064,0.0071567459438247796
